,Sentence,Label
1674," Supreme Court upholds Obama health care law In major victory Obama administration , US Supreme Court today ruled Barack Obama &apos;s signature health care law constitutional ",0
1675," By 5-4 vote , justices ruled Patient Protection Affordable Care Act &apos;s individual mandate - requires citizens buy health insurance 2014 else pay penalty - constitutional taxing power government ",0
1676," Chief Justice John Roberts sided four liberal members court Justices Scalia , Thomas , Alito Kennedy dissented ",0
1677," The court also upheld remaining sections 2700 page law , held health care law &apos;s requirement states increase Medicaid eligibility else lose federal Medicaid funding unconstitutionally coercive ",0
1678, The suit block law brought 26 states National Federation Independent Business ,0
1679," The law vigorously opposed major Republican presidential candidates 2012 primary season , including presumptive nominee Mitt Romney ",0
1680, Thought travel agents thing past thanks internet ? Flight Centre seem bucking trend ,0
1681, The company upgraded full year profit forecast looking record earnings holidaymakers Australia United Kingdom ,0
1682," The travel company expects full year underlying profit tax $ 325 million $ 340 million , compared $ 305 million $ 315 million previously forecast ",0
1683, If current guidance achieved represent 12 17 per cent growth record $ 290,0
1684,4 million profit achieved 2011 / 12 ,0
1685, Managing director Graham Turner said Flight Centre made 8 per cent profit first half started second half strongly especially Australian UK non-business travel ,0
1686," &quot; Year-to-date , 10 countries profitable several track record full-year earnings interest tax contributions , &quot; said ",0
1687," This includes Australia United Kingdom , typically largest profit generators ",0
1688, In Australia leisure business rebounded second half offset slightly weaker domestic corporate travel market ,0
1689," Similarly UK , Flight Centre &apos;s leisure business performed well corporate clients spending less ",0
1690, Its US business recovered losses seasonally weaker first half expected deliver third consecutive full year profit ,0
1691, Flight Centre shares 3c $ 38,0
1692,20 yesterday ,0
1693," The government Jerusalem fails confirm attack Syrian airforce base On Thursday , American government official , wished remain anonymous , made statement American news broadcaster CNN , stating Israeli fighter planes attacked airforce base Syrian town Latakia day ",0
1694," The target &quot; missiles related equipment &quot; , Israeli government feared intended Lebanese Hezbollah , according CNN ",0
1695," The Syrian Lebanese media , well Arabic broadcaster Al-Arabiya , previously reported base port town Latakia fired upon night Wednesday Thursday , Israelis identified responsible party ",0
1696," Israeli television broadcaster Channel 2 showed satellite images base Latakia , Russian S-125 Newa-type defence missiles battery SA-3 missiles could seen , according Channel 2 range 35 kilometres transport warheads weighing 70 kilograms ",0
1697," Unsure , government Jerusalem officially confirmed attack ",0
1698," However , press agency Reuters also quoted anonymous Israeli government official saying believed Israel carried attack , sure ",0
1699," In case , spokesperson Israeli Ministry Defence said: &quot; We commenting reports &quot; ",0
1700," Journalist Ron Ben-Yishai , writing daily newspaper Yedioth Ahronoth , emphasised Syrian regime already previously attempted , cases successfully , deliver ground air missiles Hezbollah ",0
1701," The Israeli government previously repeatedly warned attempt Syria supply Hezbollah chemical dangerous weapons would crossing &quot; red line &quot; , would result military response ",0
1702," Mother buried shallow forest grave pension stolen When elderly mother died , man Wolfsburg devised plan ",0
1703, He buried deceased forest - continued collect pension care allowance ,0
1704," According police investigations , 67-year-old Wolfsburg resident buried dead mother woods order might continue collect pension care allowance ",0
1705, He first covered death 89-year-old pocketed money year half ,0
1706," The 67-year-old must face charges fraud , said spokesperson Friday ",0
1707," According statement , man hid woman forest near Helmstedt ",0
1708, The man already suspicion back May: At time fact medications care-reliant mother longer required drew suspicion ,0
1709, The pensioner told investigators mother travelled Spain ,0
1710, The officials found strange continued investigate ,0
1711, It discovered mother son lived residence 15 years cared final days ,0
1712, The 67-year-old finally acknowledged death mother ,0
1713," According police , autopsy showed evidence capital offence ",0
1714," NSA siphons data Google Yahoo - Snowden wants help Secret Service whistleblower , Edward Snowden , fundamental interest helping Germany clarify increasingly explosive NSA espionage scandal ",0
1715, According Green Party MP ,0
1716," Hans-Christian Ströbele , surprising meeting Snowden Russia addressed conditions former Secret Service employee would make statement German District Attorney investigation committee ",0
1717," Snowden referred complex legal situation , Ströbele said ARD &apos;s &quot; Panorama &quot; programme ",0
1718, Unknown attackers injure girl shots fired car Unknown attackers injured twelve-year-old girl Saxony-Anhalt firing shots car ,0
1719," The assailants fired group children Thursday evening Genthin , presumably air gun ",0
1720, This announced police Burg ,0
1721, The girl suffered minor injury left calf ,0
1722, Rescue workers took girl hospital ,0
1723," The shots came small car , drove past group six children suddenly stopped ",0
1724, Witnesses saw two people sitting car ,0
1725, The assailants also fired shots bus stop ,0
1726, A pane glass shattered ,0
1727, They drove away ,0
1728," The Criminal Investigation Department investigating matter , stated Friday ",0
1729, Hoarding Bechtle plot painted A group belonging &quot; Schweizer Wiese &quot; citizen &apos;s initiative given hoarding Bechtle plot spa promenade Bad Herrenalb face-lift ,0
1730," In addition , cleaned widened footpath , press release announced ",0
1731," The planned covering dilapidated house rear plot permitted safety reasons , premises risk collapsing ",0
1732," Alfred Abel , currently manages site , arranged &apos; face-lift &apos; cooperation colleague , Reinhard Domke , citizen &apos;s initiative ",0
1733," Before citizen &apos;s initiative project , banner message &quot; We favour &quot; put ",0
1734," However , little distract 20 members citizen &apos;s initiative project ",0
1735," Their motto , large billboard stated &quot; We unfinished buildings &quot; ",0
1736, In wanted point danger even bigger ruins Schweizer Wiese - huge project one day fail ,0
1737," Chatting many people passing &quot; construction site &quot; , became clear many citizens believe execution project would make things much better town , although many questions citizen &apos;s initiative regarding scale planned project ",0
1738," However , beginning resign town continues stall providing answers , said statement citizen &apos;s initiative ",0
1739, We told public statements made Mayor also impact ,0
1740," In May , meeting Town Council , said feared outcome spa population vote plans spa wellness complex Schweizer Wiese local referendum ",0
1741," Some appear utterly frightened , others perceive &quot; blatant attempt blackmail &quot; population , continued press release citizen &apos;s initiative ",0
1742, The citizen &apos;s initiative thanked donated paint lent hand ,0
1743, On happiness dreaming camels Happiness oasis dreaming camels manage reach It piece Bedouin wisdom first ever chairman Wolfgang Henne described history fascination behind &quot; Helping Hands &quot; society ,0
1744," Saturday evening saw celebration tenth birthday organisation , already look back impressive results ",0
1745, Founding Chairman Henne reported depth work organisation ,0
1746," In 2004 , visited Cheijk-Zajed Hospital Nouakchott Mauritania first time ",0
1747," As result , important collaboration developed gynaecologist , Hanne , performed countless operations several journeys location ",0
1748," During speech , images trips shown large screen , order give guests anniversary event insight initiatives mentioned ",0
1749, The organisation &apos;s desert vehicle also shown ,0
1750, It former federal border protection vehicle ,0
1751," Rainer Prewo , former Lord Mayor Nagold , made suggestion equipping vehicle photovoltaic system , according Henne , planning assume advisory role within organisation ",0
1752," In 2008 , Schleeh carpentry company Baiersbronn built hospital station Socogim , poor district edge Capital , record time less one week - free charge ",0
1753, Henne also mentioned new mother child hospital Nouakchott This particularly interesting time Nagold set away maternity clinic ,0
1754," You learn great deal working doctor Africa , said Henne , example slow avoid burn-out ",0
1755," Due political unrest country , possible make many journeys planned , reason , many local doctors come Germany , sit lectures variety topics ",0
1756," In addition , containers materials regularly sent Africa , example March year medical devices , medicines , bandaging material , hospital beds spectacles sent ",0
1757," Co-initiator Hans-Joachim Fuchtel provided plenty local colour , telling Mercedes vehicles Mauritania converted mobile goat stalls sharing experiences Stammheim musicians , traditionally support organisation trips Mauritania ",0
1758, He identified personal motivation work area auditing young member parliament ,0
1759," When became clear much money wasted , decided help Africans controlling budget people ",0
1760, Fuchtel also emphasised global economy requires global human kindness ,0
1761, The fact Africa lies closer many think means forgotten ,0
1762, Africa far Gran Canaria ,0
1763, Scientists shed light movements dog &apos;s tail linked mood ,0
1764," Earlier research revealed happy dogs wag tails right (from dog &apos;s point view), nervous dogs left-dominated swish ",0
1765, But scientists say fellow canines spot respond subtle tail differences ,0
1766," Prof Georgio Vallortigara , neuroscientist University Trento , said: &quot; It well known humans left right side brain differently involved stimuli invokes positive negative emotions ",0
1767, &quot; Here attempted look species ,0
1768," He added humans , dogs right side brain responsible left-handed movement vice versa , two hemispheres played different roles emotions ",0
1769," To find dogs react lop-sided tail wags dogs , researchers monitored animals watched films dogs ",0
1770, They measured pets &apos; heart rates analysed behaviour ,0
1771," It probably long understand tails sometimes go one way , sometimes Prof Vallortigara said: &quot; We presented dogs movies dogs - either naturalistic version silhouette get rid confounding issues , could doctor movement tail present tail left right ",0
1772," &quot; When animals saw otherwise expressionless dog move tail right (from tail-wagging dog &apos;s point view), stayed perfectly relaxed ",0
1773," But spotted tail veer predominantly left (again tail-swishing dog &apos;s point view), heart rates picked looked anxious ",0
1774, Prof Vallortigara said &apos;t think dogs intentionally communicating movements ,0
1775," Instead , believes dogs learned experience moves &apos;t feel worried ",0
1776," He said: &quot; If several meetings dogs , frequently tail wagging one way associated friendly behaviour , right side producing less friendly behaviour , respond basis experience ",0
1777," &quot; The researchers say findings could give owners , vets trainers better insight animal &apos;s emotions ",0
1778," Dog behaviour expert John Bradshaw , visiting fellow University Bristol &apos;s school veterinary science , said first study examine whether left right important canines ",0
1779, Last year team University Lincoln found dogs turn heads left looking aggressive dog right looking happy dog ,0
1780," And another research paper University Victoria Canada , said: &quot; Dogs likely approach robot dog &apos; tail &apos; made wag left rather right , rather becoming anxious - opposite way around Italian study ",0
1781, &quot; He said differences could dogs different studies fully interpreting animals films robo-dogs canines ,0
1782," A study dogs responded real dogs could help , explained ",0
1783," &quot; While considerable evidence many different mammals two sides brain used different purposes , much detail still hammered - dogs exception , &quot; said ",0
1784," However , given ease behaviour recorded , probably long understand tails sometimes go one way , sometimes ",0
1785, The USA still want prosecute Snowden The USA changed position regarding former US Secret Service employee Edward Snowden ,0
1786, He still accused passing secret information without authorisation ,0
1787," He must therefore face criminal proceedings USA , said spokesperson US Foreign Office , Jennifer Psaki , Washington ",0
1788, Even recent statements Snowden change fact ,0
1789," Following recent meeting Snowden Moscow , German Green Party politician Hans-Christian Ströbele appealed USA continue threaten prosecution ",0
1790," Psaki emphasised Ströbele &apos;s comments views parliamentarian , German government member ",0
1791, Bird airlifted safety North Sea rig released back wild A bird airlifted ashore found exhausted North Sea oil rig released back wild ,0
1792, The water rail put helicopter Aberdeen last month nursed back health Scottish SPCA rescue centre Alloa ,0
1793, Centre manager Colin Seddon said: &quot; This water rail likely winter migrant Northern Europe got caught strong winds North Sea ,0
1794, &quot; It seems bird became exhausted managed find refuge oil rig ,0
1795, He added: &quot; It unable fly contacted help ,0
1796, &quot; The water rail fit well time released ,0
1797, Königsfeld: Small team gives spirited performance The voluntary fire service bravely came main autumn test run spite lack personnel ,0
1798, Only eleven men took part exercise ,0
1799," For training exercise , department commander , Hans Kammerer , chose Feder premises Burgberger Strasse ",0
1800, A short-circuit reported occurred sawing ,0
1801," Two people injured resulting fire spread smoke , however , one able make emergency call ",0
1802, Two fire fighters equipped respiratory gear prepared enter building following initial inspection situation Hans Kammerer ,0
1803, After short time managed find first person direct building ,0
1804, The second person carried ,0
1805, This simple also negotiate narrow stairwell ,0
1806," The building , workshop integrated stabling two horses , easy secure ",0
1807, There large quantities wood bales straw stored inside ,0
1808," In addition , also electrical machines wood processing ",0
1809, The first attempt extinguish fire made using tank fire engine ,0
1810, Another line taken surface hydrant around 100 metres away ,0
1811, Only three attempts could made extinguish blaze ,0
1812, A hollow-stream nozzle building also used ,0
1813," For Hans Kammerer , exercise also chance show achieved available staff ",0
1814," In case emergency , support provided Königsfeld daytime task force ",0
1815, The Commander expressed satisfaction following exercise ,0
1816," Trekking mud , rivers jungle provide free medical care Dr",0
1817," Georges Bwelle bringing free health care rural villages Cameroon Bwelle team spend almost every weekend seeing hundreds patients There &apos;t many doctors west African country; one every 5,000 people Cast vote mobile device Dr",0
1818, Georges Bwelle one top 10 CNN Heroes 2013 ,0
1819," You vote , top 10 Heroes , CNN Hero Year ",0
1820," That person receive $ 250,000 continue extraordinary work ",0
1821," For 21 years , Georges Bwelle watched ill father slip consciousness , traveling hospitals &apos;t equipped help ",0
1822," Jamef Bwelle injured 1981 car accident near Yaounde , Cameroon &apos;s capital ",0
1823," He suffered broken arm first , infection developed spread brain , creating hematoma would affect rest life ",0
1824," &quot; There neurosurgeons Cameroon , &quot; Georges Bwelle said ",0
1825, We would taken Cameroon money ,0
1826," Instead , Bwelle spent years escorting father overcrowded clinics hospitals , getting whatever treatment could get ",0
1827," &quot; It &apos;s easy , &quot; Bwelle said ",0
1828, You leave home 5 a,0
1829,m,0
1830," , running hospital first , first ",0
1831, There lot patients ,0
1832, Some people die waiting ,0
1833, The situation &apos;t changed much since Bwelle &apos;s father passed away 2002 ,0
1834," In Cameroon , one doctor every 5,000 people , according World Health Organization ",0
1835," For comparison &apos;s sake , ratio United States one doctor every 413 people ",0
1836," And even could see physician , many Cameroonians &apos;t afford ",0
1837," Two five people country live poverty line , nearly three-quarters country &apos;s health-care spending private ",0
1838," &quot; The problem poverty , &quot; Bwelle said ",0
1839," And poverty , cannot enjoy life ",0
1840," Seeing father many countrymen suffer , Bwelle determined something ",0
1841, Dr,0
1842, Georges Bwelle team volunteers performed 700 free surgeries past year ,0
1843," He became doctor , working vascular surgeon Yaounde &apos;s Central Hospital ",0
1844," And started nonprofit , ASCOVIME , travels rural areas weekends provide free medical care ",0
1845," Since 2008 , group volunteers helped nearly 32,000 people ",0
1846," Almost every Friday , 30 people jam vans , tie medical supplies roofs travel across rough terrain visit villages need ",0
1847, Their luck &apos;t always hold ,0
1848, They &apos;ve push vehicles rivers mud ,0
1849," But arrive , receive true heroes &apos; welcome: feast , singing dancing , best accommodations community offer ",0
1850," In villages , free medical care truly cause celebration , Bwelle -- big smile boundless energy -- happy join fun ",0
1851," The next morning , team begins meeting hundreds patients ",0
1852," &quot; We receiving 500 people trip , &quot; Bwelle said ",0
1853," They coming 60 kilometers around village , &apos;re coming foot ",0
1854, Each weekend clinics provides variety medical care ,0
1855," Many people treated malaria , tuberculosis , malnutrition , diabetes , parasites sexually transmitted diseases ",0
1856," Others might receive crutches , pair donated eyeglasses free birth certificates -- documentation &apos;s required school many impoverished families simply &apos;t afford ",0
1857," In evenings , team simple surgeries local anesthesia ",0
1858," Operations usually done schoolhouse , town hall home; procedure , patients get walk recovery area make way next person ",0
1859," With group &apos;s generator lighting operating room sanitizing equipment , Bwelle volunteers work early hours Sunday morning ",0
1860," It &apos;s backbreaking pace , village musicians usually help keep team motivated ",0
1861," &quot; They beating drums night keep us awake continue work , &quot; Bwelle said ",0
1862," On Sunday , team heads back city , tired proud work ",0
1863," The group -- mix Cameroonian doctors foreign medical students -- performed 700 free surgeries past year , know help make world difference help ",0
1864, One man explained free hernia surgery &apos;d received allow work ,0
1865," &quot; This change future family , &quot; man said ",0
1866," In addition holding weekend clinics working hospital surgeon , Bwelle also works nights private medical clinics around Yaounde ",0
1867," It &apos;s second job , said , funds 60% nonprofit; rest covered private donations ",0
1868," &quot; I &apos;m sure sleeps , &quot; said Katie O &apos;Malley , second-year medical student Drexel University Philadelphia volunteer Bwelle &apos;s group ",0
1869, He always either hospital trying make money organization go campaigns ,0
1870," For medical nursing students O &apos;Malley , come United States Europe join Bwelle missions , &apos;s hands-on opportunity &apos;d never get home ",0
1871, &quot; We &apos;ve able scrub surgeries help blot blood away hold tools Dr,0
1872," Bwelle , &quot; O &apos;Malley said ",0
1873, That &apos;s something &apos;d ever get America second-year medical student ,0
1874," The student volunteers usually pay way Cameroon , often arriving donated medical supplies ",0
1875," But arrive Yaounde , board , transportation instruction covered Bwelle ",0
1876," &quot; He &apos;s hero , without doubt , &quot; O &apos;Malley said ",0
1877," He gives life organization , desire help Cameroon people everlasting ",0
1878," For Bwelle , near-constant workload &apos;t hardship ",0
1879," Helping others live happier lives , fulfilling promise made father , something brings great joy ",0
1880," &quot; I happy I work , &quot; Bwelle said ",0
1881, And I think father ,0
1882, I hope sees I ,0
1883," To make people laugh , reduce pain , &apos;s I &apos;m ",0
1884, Check ASCOVIME website see help ,0
1885, Endurance pays dividends Six teams battled become champion club tennis tournament ,0
1886," In end , endurance Maier / Bronner team decided final match ",0
1887, The tennis division Sportfreunde Rohrdorf (Rohrdorf Sports Fans) enjoyed perfect weather tournament local clubs enthusiasts ,0
1888, The focus tournament fun playing tennis ,0
1889," Five matches scheduled team , every team playing one match others ",0
1890," The matches doubles matches long set nine points , maximum duration 45 minutes ",0
1891," Anja Schlichter managed tournament The organisation tournament placed trusty hands Anja Schlichter , supported Carmen Müller Inga Kronemeyer ",0
1892," After first three matches lunch break pasta , tournament moved crucial phase ",0
1893," The favourites , Andre Maier / Matthias Bronner , tied Michael Klippel Sadmin Osmicic (both teams SG Rohrweiler), meaning last two games produce victor ",0
1894," At awards ceremony , Carmen Müller finally pleasure presenting Challenge Cup Andre Maier Matthias Bronner , shown greatest staying power final leg ",0
1895, Second place taken Michael Klippel / Sadmin Osmicic partnership ,0
1896, Bronze went Rainer Bernd Maier Asphaltriecher team ,0
1897," In late afternoon sun , accompanied coffee cake , tournament drew successful close ",0
1898, Guillaume Nicloux &apos;s adaptation Denis Diderot &apos;s novel boasts exceptional production design period detail also heavier going ,0
1899," Unfolding 1760s France , tells grim story Suzanne , young aristocrat sent convent family ",0
1900," When rebels , experiences extreme cruelty hands wantonly sadistic Mother Superior becomes object erotic fascination another ",0
1901, The film never slips prurience sensationalism - &apos;s problem ,0
1902," The earnest solemnity storytelling risks making hair shirt-like ordeal audiences , ",0
1903," Google , Samsung , Huawei sued Nortel patents The group owns thousands former Nortel patents filed barrage patent lawsuits Thursday cell phone manufacturers including Google , company outbid Nortel bankruptcy auction ",0
1904," Rockstar , consortium bought Nortel patents $ 4",0
1905,"5 billion , sued Samsung Electronics Co Ltd , HTC Corp , Huawei four companies patent infringement U",0
1906,S,0
1907, District Court Texas ,0
1908," Rockstar jointly owned Apple , Microsoft , Blackberry , Ericsson Sony ",0
1909, Google accused infringing seven patents ,0
1910," The patents cover technology helps match Internet search terms relevant advertising , lawsuit said , core Google &apos;s search business ",0
1911," Representatives Samsung , Huawei , HTC Rockstar could immediately reached ",0
1912," Samsung , Huawei HTC manufacture phones operate Google &apos;s Android operating system , competes fiercely Apple Microsoft mobile products ",0
1913, In 2011 Google placed initial $ 900 million bid Nortel &apos;s patents ,0
1914," Google increased bid several times , ultimately offering much $ 4",0
1915,4 billion ,0
1916," After losing Rockstar Nortel patents , Google went acquire Motorola Mobility $ 12",0
1917,"5 billion , deal driven partly Motorola &apos;s library patents ",0
1918," &quot; Despite losing attempt acquire patents-in-suit auction , Google infringed continues infringe , &quot; lawsuit said ",0
1919," Rockstar seeking increased damages Google , claims Google &apos;s patent infringement willful , according complaint ",0
1920," Early puberty: Growing older sooner African-American Hispanic girls tend reach puberty earlier white counterparts , research shows ",0
1921, Physical changes &apos;t mean puberty imminent There &apos;s evidence hormones chemicals blame Experts think obesity epidemic might one trigger early puberty The trend toward early puberty pronounced boys Former CNN correspondent Pat Etheridge journalist specializing children &apos;s health family issues ,0
1922," Should mother alarmed daughter begins sprout breast buds pubic hair 7 8 ? At annual conference American Academy Pediatrics week Orlando , Florida , pediatric endocrinologist Dr",0
1923, Paul Kaplowitz explained early physical changes quite common among American girls represent new norm ,0
1924," &quot; I spend lot time reassuring parents -- usually , signal rapid progression full puberty , &quot; said Kaplowitz ",0
1925," Obvious signs development , budding breasts , pubic underarm hair body odor appearing sooner girls ",0
1926, But slight shift age menarche (the first period) past four decades ,0
1927," In United States , average age 12",0
1928,"5 years , 12",0
1929,75 1970 ,0
1930," &quot; Once breasts begin develop , takes least two three years menarche , &quot; said Kaplowitz , also author &quot; Early Puberty Girls: The Essential Guide Coping This Common Problem ",0
1931, &quot; Time accurate test puberty going progress ,0
1932," There debate constitutes actual onset puberty , considered &quot; precocious &quot; breast enlargement accompanied growth spurt age 8 ",0
1933," In cases , process slow stall -- something pediatrician monitor closely ",0
1934, A rapid progression may warrant tests endocrinologist rule serious problems tumors cysts ,0
1935, There treatments delay early menses ward another consequence: premature aging bones ultimately lead stunted growth short adult ,0
1936," Recommendations drug hormone therapy based child &apos;s age , rate development , growth rate emotional maturity ",0
1937," Psychosocial aspects important , ",0
1938," Kaplowitz cautious medication acknowledges , &quot; suppressing puberty may alleviate behavioral issues girls &apos; feelings different peers ",0
1939, &quot; The big issue understandable: Parents simply &apos;t want young daughters periods ,0
1940," &quot; They worry risk pregnancy even handle hygiene , &quot; said Kaplowitz ",0
1941," &quot; It shock , &quot; recalls one woman whose daughter started period 10 ",0
1942," Even though signs talked menstruation , emotionally prepared ",0
1943, She came home school scared upset first among friends ,0
1944, There lots well-publicized theories causes precocious puberty ,0
1945," Yet , &apos;s consistent body evidence hormones milk foods , chemicals environment sexual messages media blame ",0
1946, Boys - like girls - hitting puberty earlier ,0
1947, Kaplowitz contends premise holds weight epidemic obesity ,0
1948, He helped conduct 2001 study 6- 9-year-old girls links body fat timing puberty ,0
1949," Other findings support conclusion , many contributing factors ",0
1950," In country , African-American Hispanic girls tend reach puberty earlier white counterparts ",0
1951, There varying explanations ,0
1952," Globally , patterns early puberty appear influenced everything economic conditions climate genes ",0
1953," Another conundrum: Although boys getting facial pubic hair younger ages , trend toward full-blown early puberty pronounced girls ",0
1954, Other doctors attending AAP conference reinforced complexities topic ,0
1955, The appearance acne pubic hair common even infants toddlers ,0
1956," &quot; We need careful identify true onset puberty , &quot; said Dr",0
1957," Lawrence Silverman , pediatric endocrinologist Goryeb Children &apos;s Hospital Morristown , New Jersey ",0
1958, Parents hesitate get guidance pediatrician talk child ,0
1959," &quot; It may mean sooner-than-expected conversation , &quot; Kaplowitz advised ",0
1960," If remain calm , child usually respond well ",0
1961," Girls blossom early need reassurance , even happens ahead schedule , process normal part life ",0
1962," Issuing statements regarding Merkel spying scandal Russia The former US intelligence expert , Edward Snowden , may make statements regarding US espionage scandal involving Federal Chancellor , Angela Merkel , Russian asylum ",0
1963," Representatives German Federal Prosecutor &apos;s Office could either submit questions writing meet 30-year-old person Russia , reported Interfax Agency ",0
1964," Green Party parliament representative , Hans-Christian Ströbele , yesterday first German politician meet Snowden Moscow , discuss scandal ",0
1965," Cocaine-addict lawyer tipped Mr Big police investigation jailed Basharat Ditta , 42 , would feed information crime lord Neil Scarbrough The solicitor feared secret drug addiction would exposed Was given three-year prison sentence Liverpool Crown Court A top defence lawyer told drugs Mr Big major police investigation , feared secret drug addiction would exposed , jailed three years ",0
1966," Basharat Ditta , 42 , would feed sensitive intelligence crime lord Neil Scarbrough inquiries drug trafficking activities became compromised cocaine habit ",0
1967," The solicitor , nicknamed &quot; Bash &quot; hailed criminals &quot; top brief , &quot; arrested home 2011 following police surveillance operation Scarborough , represented previous narcotics trial ",0
1968," Officers spotted Sarborough , 32 , dropping three bags cocaine lawyer &apos;s home Blackburn , Lancashire , Law Society dinner colleagues ",0
1969," Inquiries revealed Ditta &quot; regular user &quot; Class A drug tests found traces cocaine hair , wallet credit cards ",0
1970, Over eight month period January August 2011 sought illicitly obtain information arrests two men behalf Scarborough well one associates ,0
1971," All four suspects watched police time part major investigation heroin cocaine racket operating across Lancashire , Cumbria , Merseyside , Berkshire West Yorkshire ",0
1972, They 32 men later jailed police seized heroin cocaine worth £ 1,0
1973,"5million along £ 200,000 cash series raids ",0
1974," Ditta , 42 , fed information criminals fears cocaine addiction would exposed Today Liverpool Crown Court Ditta , works law firm Forbes Solicitors , based Blackburn , facing disgrace found guilty two counts perverting course justice following three week trial Liverpool Crown Court ",0
1975, He admitted cocaine possession earlier hearing ,0
1976, The lawyer &apos;s downfall came police investigating Scarborough discovered regular phone contact Ditta February 2011 ,0
1977, Two detectives trailed suspect spotted arriving Ditta &apos;s house seen place drugs purity 60 per cent lawyer &apos;s bins black golf glove ,0
1978," Soon drop , Scarborough regular phone contact Ditta dinner Blackburn Rovers football stadium , Ewood Park ",0
1979, The lawyer returned home discover drugs nine communications ,0
1980," The court heard Ditta &quot; regular user &quot; cocaine tests found traces Class A drug hair , wallet credit cards Ditta arrested later denied using cocaine said speaking suspected dealer client argued discussions subject &quot; legal privilege ",0
1981, &quot; During arrest Ditta picked wallet tried remove several credit cards seized hair sample taken fom ,0
1982, In police interview said ran office home address well work place clients would call house legal business ,0
1983," But court heard would call major players drugs supply chain , previously represented , key arrests tell detectives knew ",0
1984," Prosecuting , Anne Whyte said: &quot; If anyone know break law , criminal solicitor ",0
1985," &quot; Mr Ditta accused abusing position criminal solicitor , become involved specific clients ",0
1986," The relationship talking simply drug dealer , drug dealer providing lawyer drugs ",0
1987, Some communications undoubtedly legitimate ones lawyer ,0
1988, But went way beyond ordinary confines lawyer-client relationship ,0
1989, He thwarted police &apos;s investigation much possible enable continue criminal activities ,0
1990," Mr Ditta honouring profession , dishonouring ",0
1991," He got close certain clients , particular Scarborough , allowed independence compromised ",0
1992," Ditta denied wrongdoing claimed: &quot; If I corrupt lawyer , I , I wanted feed information Mr Scarborough , I would wait 15 hours , I would immediately ",0
1993, &quot; But hearing Supt Lee Halstead Lancashire Police said: &quot; Mr Ditta turned criminal solicitor criminal moment started obtaining drugs organised criminals ,0
1994, &quot; His addiction cocaine left hopelessly compromised vulnerable motives leading members organised crime groups tasked obtain valuable information regarding police investigations ,0
1995, Solicitors uphold highest standards integrity instil trust confidence public ,0
1996, Mr Ditta betrayed trust attempted hide behind veneer profession ,0
1997," Lancashire &apos;s Serious Organised Crime Unit led investigation Mr Ditta also seen convicted three counts possession cocaine perverting course justice , demonstrating commitment bringing criminals justice ",0
1998, Let case serve warning criminals one beyond reach law ,0
1999, We find put courts ,0
2000," Scarborough jailed 14 years pleading guilty conspiracy supply heroin , cocaine cannabis ",0
2001, Thirty five men involved racket jailed total 153 years drugs offences ,0
2002," On website Ditta gave question answer session says fantasy job would lawyer representing clients Death Row America , ultimate dinner guest Mohammed Ali inequality motivation work ",0
2003," US-Mexico drug tunnel railway found One sophisticated drug smuggling tunnels USA Mexico found , complete lighting , ventilation electric rail systems ",0
2004, US authorities described four foot three foot tunnel one sophisticated secret passages ever discovered ,0
2005," The tunnel , zigzags length nearly six football pitches , links warehouses near Tijuana , Mexico San Diego , USA ",0
2006," The area filled nondescript warehouses , making easier conceal trucks loaded drugs ",0
2007," The tunnel shut drugs made undetected , authorities said ",0
2008," Authorities seized eight-and-a-half tons marijuana 327 pounds cocaine connection tunnel &apos;s discovery , according court records ",0
2009, Three men authorities say worked drivers charged possession marijuana cocaine intent distribute ,0
2010, They face prison sentences 10 years life imprisonment convicted ,0
2011," In Nogales , Arizona , smugglers tap vast underground drainage canals ",0
2012, The tunnel eighth major passage discovered San Diego since 2006 ,0
2013," Some largest tunnels discovered central Mexico &apos;s marijuana harvest October , presents drug cartels challenge quickly get product consumers ",0
2014," In 2010 , authorities found roughly 700-yard passage equipped rail tracks extended kitchen Tijuana home two San Diego warehouses ",0
2015, Frontier Airlines charge carry-on baggage Frontier Airlines plans charge $ 100 passengers store carry-on luggage board flight ,0
2016," Frontier Airlines plans start charging $ 100 carry-on bag $ 2 coffee soda , although announcement Wednesday say passengers get keep whole ",0
2017," The new carry-on fee bags overhead bin , small bags seat still free ",0
2018," Frontier said charge $ 25 fee paid advance , $ 100 travelers wait pay &apos;re gate ",0
2019, Frontier spokeswoman Kate O &apos;Malley said $ 100 fee get travelers take care charge advance ,0
2020," &quot; We &apos;t want charge , &quot; said ",0
2021, Airlines began charging first second checked bags 2008 ,0
2022," Passengers trying avoid fees stuffing much carry-on baggage stashed overhead bins , meaning bins often run space ",0
2023, Fees one way get passengers bring less board ,0
2024, O &apos;Malley said new charge really raising money ,0
2025, It &apos;s Frontier &apos;s loyal customers making clear finding overhead bin space become increasingly difficult ,0
2026, Passengers buy tickets airline &apos;s website &apos;t pay ,0
2027," That means one passenger line Frontier gate might get bring bag free , next person line might owe $ 100 similar bag ",0
2028, O &apos;Malley said Frontier &apos;s website check-in procedures changed make sure passengers know fee get gate ,0
2029," Frontier &apos;s new carry-on fee &apos;t start summer , though date &apos;t set ",0
2030," Passengers often grumble baggage charges fees , airlines love ",0
2031," They argue luggage costs money handle , passengers want service pay ",0
2032, Many Wall Street view addition baggage fees sign airlines charging enough money cover cost air travel years losses ,0
